train_order,algorithm,features,n_features,train_time,mem_max,f1_weighted,accuracy,roc_auc_ovr_weighted,confusion_matrix
13,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('petal_length', 'sepal_length')",2,24.260170200000005,1612.57421875,0.9598997493734336,0.96,0.9873333333333333,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
2,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('petal_length', 'sepal_width', 'sepal_length')",3,23.39681449999999,1591.3125,0.9530138477506899,0.9533333333333334,0.9883333333333333,"[[10  0  0]
 [ 0  9  1]
 [ 0  1  9]]"
17,SVC(probability=True),"('petal_length', 'sepal_length')",2,16.541270399999974,1612.98828125,0.9529125844915318,0.9533333333333334,0.994,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
8,QuadraticDiscriminantAnalysis(),"('petal_length', 'sepal_width', 'sepal_length')",3,17.25025199999999,1592.35546875,0.9464985696564645,0.9466666666666667,0.9953333333333333,"[[10  0  0]
 [ 0  8  2]
 [ 0  1  9]]"
15,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('petal_length', 'sepal_width')",2,23.746006599999987,1612.6015625,0.9462292093871041,0.9466666666666667,0.99,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
18,KNeighborsClassifier(n_neighbors=3),"('petal_length', 'sepal_length')",2,17.42193130000004,1613.0,0.9398496240601503,0.9400000000000001,0.985,"[[10  0  0]
 [ 0  8  2]
 [ 0  0 10]]"
11,DecisionTreeClassifier(max_depth=5),"('petal_length', 'sepal_width')",2,16.470571500000005,1610.06640625,0.9398151945520367,0.9266666666666665,0.9623333333333333,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
21,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('petal_length',)",1,23.475484600000016,1613.01171875,0.9390646395626877,0.9400000000000001,0.9809999999999999,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
1,SVC(probability=True),"('petal_length', 'sepal_width', 'sepal_length')",3,16.3674707,1585.84375,0.9390646395626877,0.9400000000000001,0.9943333333333333,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
3,DecisionTreeClassifier(max_depth=5),"('petal_length', 'sepal_width', 'sepal_length')",3,16.8220345,1591.6171875,0.9328958760537708,0.9333333333333333,0.9686666666666668,"[[10  0  0]
 [ 0  9  1]
 [ 0  1  9]]"
