train_order,algorithm,features,n_features,train_time,mem_max,f1_weighted,accuracy,roc_auc_ovr_weighted,confusion_matrix
11,"RandomForestClassifier(max_depth=5, max_features=1, n_estimators=10)","('petal_length',)",1,12.786631599999993,1395.2890625,0.9533166248955723,0.9466666666666667,0.986,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
2,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('petal_length', 'sepal_width', 'sepal_length')",3,20.555725000000002,1385.5078125,0.9533166248955723,0.9533333333333334,0.9886666666666667,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
19,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('petal_length',)",1,21.595347799999956,1397.30859375,0.9533166248955723,0.9533333333333334,0.9834999999999999,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
1,SVC(probability=True),"('petal_length', 'sepal_width', 'sepal_length')",3,12.671367500000002,1379.76171875,0.9532832080200502,0.9533333333333334,0.9933333333333334,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
15,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('petal_length', 'sepal_width')",2,19.83570069999999,1396.8671875,0.9532832080200502,0.9533333333333334,0.9866666666666667,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
14,KNeighborsClassifier(n_neighbors=3),"('petal_length',)",1,12.415495300000003,1396.71484375,0.9465998329156224,0.9466666666666667,0.9806666666666667,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
16,SVC(probability=True),"('petal_length', 'sepal_width')",2,12.440017600000004,1397.62109375,0.9465998329156224,0.9466666666666667,0.994,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
12,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('petal_length', 'sepal_length')",2,21.0611021,1396.86328125,0.9465998329156224,0.9466666666666667,0.9890000000000001,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
3,DecisionTreeClassifier(max_depth=5),"('petal_length', 'sepal_width', 'sepal_length')",3,12.479175900000001,1385.47265625,0.9465664160401002,0.9466666666666667,0.9586666666666668,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
4,"RandomForestClassifier(max_depth=5, max_features=1, n_estimators=10)","('petal_length', 'sepal_width', 'sepal_length')",3,12.761797599999994,1385.640625,0.9463638895217843,0.96,0.9793333333333333,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
18,KNeighborsClassifier(n_neighbors=3),"('petal_length', 'sepal_width')",2,12.437931700000036,1397.26171875,0.9399164578111947,0.9400000000000001,0.9739999999999999,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
