train_order,algorithm,features,n_features,train_time,mem_max,f1_weighted,accuracy,roc_auc_ovr_weighted,confusion_matrix
26,KNeighborsClassifier(),"('petal_length',)",1,11.0628356,2874.3046875,0.9644444444444445,0.9666666666666668,0.975,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
23,RandomForestClassifier(n_jobs=-1),"('petal_length',)",1,5.135015700000025,2874.796875,0.928888888888889,0.9333333333333333,0.975,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
37,"VotingClassifier(estimators=[('e1', KNeighborsClassifier()),
                             ('e2', AdaBoostClassifier()),
                             ('e3', GradientBoostingClassifier())],
                 n_jobs=-1)","('petal_length',)",1,5.289187700000014,2878.11328125,0.928888888888889,0.9333333333333333,,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
25,AdaBoostClassifier(),"('petal_length',)",1,3.9871142000000077,2874.36328125,0.928888888888889,0.9333333333333333,0.9833333333333332,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
39,DecisionTreeClassifier(),"('petal_length',)",1,11.48406140000003,2878.11328125,0.928888888888889,0.9333333333333333,0.95,"[[10  0  0]
 [ 0  9  1]
 [ 0  2  8]]"
19,GradientBoostingClassifier(),"('petal_length', 'sepal_width')",2,6.6058705999999745,2870.03515625,0.928888888888889,0.9333333333333333,0.95,"[[10  0  0]
 [ 0  8  2]
 [ 0  0 10]]"
30,GaussianNB(),"('petal_length',)",1,10.729231099999993,2874.32421875,0.928888888888889,0.9333333333333333,1.0,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
32,MLPClassifier(),"('petal_length',)",1,5.163876600000037,2874.60546875,0.9111111111111111,0.9333333333333332,0.9916666666666668,"[[10  0  0]
 [ 0  8  2]
 [ 0  0 10]]"
27,GaussianNB(),"('petal_length', 'sepal_width')",2,6.5667977000000235,2874.12890625,0.8933333333333333,0.9,1.0,"[[10  0  0]
 [ 0  8  2]
 [ 0  2  8]]"
36,RandomForestClassifier(n_jobs=-1),"('petal_length', 'sepal_width')",2,5.10025470000005,2874.84375,0.8755555555555556,0.8666666666666666,0.9666666666666668,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
11,GradientBoostingClassifier(),"('petal_length', 'sepal_width', 'sepal_length')",3,5.076086399999994,2228.68359375,0.8755555555555556,0.8333333333333334,0.9333333333333333,"[[10  0  0]
 [ 0  9  1]
 [ 0  1  9]]"
