train_order,algorithm,features,n_features,train_time,mem_max,f1_weighted,accuracy,roc_auc_ovr_weighted,confusion_matrix
11,QuadraticDiscriminantAnalysis(),"('petal_length', 'sepal_width')",2,12.529353799999996,1395.08984375,0.9464317359054201,0.9466666666666667,0.9923333333333334,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
8,QuadraticDiscriminantAnalysis(),"('petal_length', 'sepal_width', 'sepal_length')",3,12.666894800000023,1384.7890625,0.9398151945520367,0.9400000000000001,0.9946666666666667,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
14,SVC(probability=True),"('petal_length', 'sepal_width')",2,12.690794300000022,1395.33203125,0.9397817776765145,0.9400000000000001,0.9903333333333333,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
2,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('petal_length', 'sepal_width', 'sepal_length')",3,20.2264372,1384.9140625,0.933131819447609,0.9333333333333333,0.9876666666666665,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
3,DecisionTreeClassifier(max_depth=5),"('petal_length', 'sepal_width', 'sepal_length')",3,12.6770061,1384.69921875,0.933131819447609,0.9400000000000001,0.9633333333333335,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
0,KNeighborsClassifier(n_neighbors=3),"('petal_length', 'sepal_width', 'sepal_length')",3,12.776468899999998,1378.921875,0.9330984025720868,0.9333333333333332,0.9879999999999999,"[[10  0  0]
 [ 0  7  3]
 [ 0  0 10]]"
1,SVC(probability=True),"('petal_length', 'sepal_width', 'sepal_length')",3,12.656941099999997,1379.12109375,0.9327894330882621,0.9333333333333333,0.9906666666666666,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
12,DecisionTreeClassifier(max_depth=5),"('petal_length', 'sepal_width')",2,12.533724699999993,1394.921875,0.9261790840738209,0.9266666666666665,0.9463333333333332,"[[10  0  0]
 [ 0  8  2]
 [ 0  0 10]]"
4,"RandomForestClassifier(max_depth=5, max_features=1, n_estimators=10)","('petal_length', 'sepal_width', 'sepal_length')",3,6.668402999999998,1384.8203125,0.9132163742690059,0.9266666666666665,0.9748333333333333,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
5,"MLPClassifier(alpha=1, max_iter=1000)","('petal_length', 'sepal_width', 'sepal_length')",3,11.775028700000007,1385.04296875,0.9063314852788537,0.9,0.9846666666666668,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
7,GaussianNB(),"('petal_length', 'sepal_width', 'sepal_length')",3,12.435030000000012,1385.01953125,0.879361028834713,0.8800000000000001,0.9780000000000001,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
10,LogisticRegression(),"('petal_length', 'sepal_width', 'sepal_length')",3,12.684815999999984,1395.375,0.8305232778916988,0.8333333333333334,0.9583333333333333,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
13,QuadraticDiscriminantAnalysis(),"('sepal_width', 'sepal_length')",2,12.6300655,1394.96484375,0.7663993096487376,0.7666666666666667,0.9116666666666667,"[[10  0  0]
 [ 0  5  5]
 [ 0  2  8]]"
6,AdaBoostClassifier(),"('petal_length', 'sepal_width', 'sepal_length')",3,7.205357899999996,1384.51171875,0.7369234919144175,0.7733333333333332,0.9703333333333333,"[[10  0  0]
 [ 0 10  0]
 [ 0 10  0]]"
15,QuadraticDiscriminantAnalysis(),"('sepal_width',)",1,12.650865600000003,1395.55078125,0.5446873496873497,0.5466666666666666,0.7643333333333333,"[[5 0 5]
 [0 7 3]
 [2 4 4]]"
9,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, enable_categorical=False,
              eval_metric='mlogloss', gamma=0, gpu_id=-1, importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_delta_step=0, max_depth=6, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=100, n_jobs=12,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, scale_pos_weight=None,
              subsample=1, tree_method='exact', use_label_encoder=False,
              validate_parameters=1, ...)","('petal_length', 'sepal_width', 'sepal_length')",3,7.523630300000008,1394.69140625,,,,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
