train_order,algorithm,features,n_features,train_time,mem_max,f1_weighted,accuracy,roc_auc_ovr_weighted,confusion_matrix
21,QuadraticDiscriminantAnalysis(),"('petal_length', 'sepal_length')",2,7.119573800000012,2795.30859375,0.928888888888889,0.9333333333333333,0.9666666666666666,"[[10  0  0]
 [ 0  9  1]
 [ 0  1  9]]"
26,QuadraticDiscriminantAnalysis(),"('petal_length',)",1,10.231970199999978,2795.4921875,0.8622222222222223,0.8666666666666668,0.9583333333333333,"[[10  0  0]
 [ 0 10  0]
 [ 0  3  7]]"
8,QuadraticDiscriminantAnalysis(),"('petal_length', 'sepal_width', 'sepal_length')",3,7.56997969999999,2218.359375,0.8622222222222223,0.8666666666666668,0.9916666666666668,"[[10  0  0]
 [ 0  9  1]
 [ 0  1  9]]"
24,KNeighborsClassifier(),"('petal_length', 'sepal_length')",2,7.1065854,2795.21875,0.8622222222222222,0.8666666666666666,0.95,"[[10  0  0]
 [ 0  9  1]
 [ 0  3  7]]"
18,"StackingClassifier(estimators=[('est_0', QuadraticDiscriminantAnalysis()),
                               ('est_1', KNeighborsClassifier()),
                               ('est_2', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('petal_length', 'sepal_length')",2,21.466405699999996,2802.421875,0.8577777777777778,0.8666666666666668,0.95,"[[10  0  0]
 [ 0  8  2]
 [ 0  1  9]]"
13,"VotingClassifier(estimators=[('est_0', QuadraticDiscriminantAnalysis()),
                             ('est_1', RandomForestClassifier(n_jobs=-1)),
                             ('est_2',
                              XGBClassifier(base_score=0.5, booster='gbtree',
                                            colsample_bylevel=1,
                                            colsample_bynode=1,
                                            colsample_bytree=1,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=0,
                                            gpu_id=-1, importance_type=None,
                                            interaction_constraints='',
                                            learning_rate=0.300000012,
                                            max_delta_step=0, max_depth=6,
                                            min_child_weight=1, missing=nan,
                                            monotone_constraints='()',
                                            n_estimators=100, n_jobs=12,
                                            num_parallel_tree=1,
                                            objective='multi:softprob',
                                            predictor='auto', random_state=0,
                                            reg_alpha=0, reg_lambda=1,
                                            scale_pos_weight=None, subsample=1,
                                            tree_method='exact',
                                            use_label_encoder=False,
                                            validate_parameters=1, ...))],
                 n_jobs=-1)","('petal_length', 'sepal_width', 'sepal_length')",3,13.340423400000006,2755.390625,0.8577777777777778,0.8666666666666668,,"[[10  0  0]
 [ 0  8  2]
 [ 0  1  9]]"
4,RandomForestClassifier(n_jobs=-1),"('petal_length', 'sepal_width', 'sepal_length')",3,9.262377300000004,2216.88671875,0.8400000000000001,0.8333333333333334,0.9375,"[[10  0  0]
 [ 0  8  2]
 [ 0  1  9]]"
25,SVC(probability=True),"('petal_length', 'sepal_length')",2,7.1221160999999995,2794.99609375,0.8266666666666668,0.8333333333333334,0.875,"[[10  0  0]
 [ 0 10  0]
 [ 0  3  7]]"
9,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, enable_categorical=False,
              eval_metric='mlogloss', gamma=0, gpu_id=-1, importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_delta_step=0, max_depth=6, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=100, n_jobs=12,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, scale_pos_weight=None,
              subsample=1, tree_method='exact', use_label_encoder=False,
              validate_parameters=1, ...)","('petal_length', 'sepal_width', 'sepal_length')",3,5.2434107000000125,2228.65234375,0.8222222222222222,0.8333333333333334,0.9166666666666667,"[[10  0  0]
 [ 0  8  2]
 [ 0  1  9]]"
22,GradientBoostingClassifier(),"('petal_length', 'sepal_length')",2,5.6438400000000115,2795.359375,0.8222222222222222,0.8333333333333334,0.9,"[[10  0  0]
 [ 0  8  2]
 [ 0  2  8]]"
