train_order,algorithm,features,n_features,train_time,mem_max,f1_weighted,accuracy,roc_auc_ovr_weighted,confusion_matrix
3,DecisionTreeClassifier(),"('petal_length', 'sepal_width', 'sepal_length')",3,11.946631299999993,1591.55859375,1.0,1.0,1.0,"[[10  0  0]
 [ 0  9  1]
 [ 0  4  6]]"
9,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, enable_categorical=False,
              eval_metric='mlogloss', gamma=0, gpu_id=-1, importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_delta_step=0, max_depth=6, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=100, n_jobs=12,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, scale_pos_weight=None,
              subsample=1, tree_method='exact', use_label_encoder=False,
              validate_parameters=1, ...)","('petal_length', 'sepal_width', 'sepal_length')",3,8.298937999999993,2676.0234375,1.0,1.0,1.0,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
6,AdaBoostClassifier(),"('petal_length', 'sepal_width', 'sepal_length')",3,7.684902800000003,2664.34375,1.0,1.0,1.0,"[[10  0  0]
 [ 0  8  2]
 [ 0  0 10]]"
4,RandomForestClassifier(n_jobs=-1),"('petal_length', 'sepal_width', 'sepal_length')",3,14.764341700000003,2664.21484375,1.0,0.9666666666666666,0.9916666666666666,"[[10  0  0]
 [ 0  9  1]
 [ 0  1  9]]"
14,"StackingClassifier(estimators=[('DecisionTreeClassifier()',
                                DecisionTreeClassifier()),
                               ('AdaBoostClassifier()', AdaBoostClassifier()),
                               ('XGBClassifier(base_score=0.5, '
                                ""booster='gbtree', colsample_bylevel=1,\n""
                                '              colsample_bynode=1, '
                                'colsample_bytree=1, '
                                'enable_categorical=False,\n'
                                ""              eval_metric='mlogloss', ""
                                'gamma=0, gpu_id=-1, importance_type=None,\n'
                                ""              intera...
                                              learning_rate=0.300000012,
                                              max_delta_step=0, max_depth=6,
                                              min_child_weight=1, missing=nan,
                                              monotone_constraints='()',
                                              n_estimators=100, n_jobs=12,
                                              num_parallel_tree=1,
                                              objective='multi:softprob',
                                              predictor='auto', random_state=0,
                                              reg_alpha=0, reg_lambda=1,
                                              scale_pos_weight=None,
                                              subsample=1, tree_method='exact',
                                              use_label_encoder=False,
                                              validate_parameters=1, ...))],
                   n_jobs=-1)","('petal_length', 'sepal_width', 'sepal_length')",3,32.2906103,3143.68359375,1.0,1.0,1.0,"[[10  0  0]
 [ 0  9  1]
 [ 0  4  6]]"
18,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, enable_categorical=False,
              eval_metric='mlogloss', gamma=0, gpu_id=-1, importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_delta_step=0, max_depth=6, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=100, n_jobs=12,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, scale_pos_weight=None,
              subsample=1, tree_method='exact', use_label_encoder=False,
              validate_parameters=1, ...)","('petal_length', 'sepal_length')",2,9.449936700000023,3230.30859375,1.0,1.0,1.0,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
24,DecisionTreeClassifier(),"('petal_length',)",1,22.640048200000024,3230.08984375,1.0,1.0,1.0,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
27,GradientBoostingClassifier(),"('petal_length', 'sepal_length')",2,10.759515600000043,3229.6640625,1.0,1.0,1.0,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
13,"VotingClassifier(estimators=[('DecisionTreeClassifier()',
                              DecisionTreeClassifier()),
                             (""XGBClassifier(base_score=0.5, booster='gbtree', ""
                              'colsample_bylevel=1,\n'
                              '              colsample_bynode=1, '
                              'colsample_bytree=1, enable_categorical=False,\n'
                              ""              eval_metric='mlogloss', gamma=0, ""
                              'gpu_id=-1, importance_type=None,\n'
                              ""              interaction_constraints='', ""
                              'learning_rate=0.300000012,\...
                                            min_child_weight=1, missing=nan,
                                            monotone_constraints='()',
                                            n_estimators=100, n_jobs=12,
                                            num_parallel_tree=1,
                                            objective='multi:softprob',
                                            predictor='auto', random_state=0,
                                            reg_alpha=0, reg_lambda=1,
                                            scale_pos_weight=None, subsample=1,
                                            tree_method='exact',
                                            use_label_encoder=False,
                                            validate_parameters=1, ...)),
                             ('AdaBoostClassifier()', AdaBoostClassifier())],
                 n_jobs=-1)","('petal_length', 'sepal_width', 'sepal_length')",3,16.27434309999998,3106.71875,1.0,1.0,,"[[10  0  0]
 [ 0  8  2]
 [ 0  1  9]]"
8,QuadraticDiscriminantAnalysis(),"('petal_length', 'sepal_width', 'sepal_length')",3,14.997042499999992,2665.23828125,0.9644444444444445,0.9666666666666668,0.9833333333333332,"[[10  0  0]
 [ 0 10  0]
 [ 0  1  9]]"
